294;LILLE;SAINT-OMER;BOULOGNE-SUR-MER;DOUAI;ARRAS;METZ
295;SAINT-MALO;RENNES;ROUEN;TOULON;BOULOGNE-SUR-MER;SAINT-NAZAIRE
296;LA ROCHE-SUR-YON;AVIGNON;LA ROCHELLE;QUIMPER;BOULOGNE-SUR-MER;SAINT-NAZAIRE
297;VERSAILLES;ORLEANS;ROUEN;SAINT-ETIENNE;BEAUVAIS;CLERMONT-FERRAND
298;AVIGNON;ANGERS;ROUEN;LE HAVRE;BOULOGNE-SUR-MER;NANCY
299;LYON;BOURG-EN-BRESSE;VALENCE;PARIS;NANCY;CLERMONT-FERRAND
300;TOULOUSE;MONTPELLIER;AVIGNON;CLERMONT-FERRAND;LE HAVRE;NANCY
301;MARSEILLE;LILLE;AIX-EN-PROVENCE;AVIGNON;BOULOGNE-SUR-MER;COUTANCES
302;TOURS;ORLEANS;POITIERS;LIMOGES;PAU;TOULOUSE
303;DUNKERQUE;CAEN;STRASBOURG;NANCY;ROUEN;BOULOGNE-SUR-MER
